gene
Nlrp4f
Csdc2
Rragd
Sh3tc1
Rit2
Pear1
Nrsn2
Slc7a5
Cps1
4930544G11Rik
AA387883
Runx3
Neb
Akap5
Lrrc10b
Sult5a1
Bin1
Txk
Pnlip
Tst
Gucy1b2
Gm15348
Plg
Melk
Serpini1
Crhr2
Adcy4
Tbx21
Mob3c
Rd3
C1ql2
Nt5dc2
Lao1
Sphkap
Tmem221
ERCC-00150
S1pr2
Dnase1l1
8030423F21Rik
Lxn
Cyb561
Six4
Sez6l
Cdh4
2900052N01Rik
Got1l1
Prokr1
Emb
Tmeff2
Ptprh
Oas1a
Lrrn2
Itih3
Ggt1
Mcm2
Hps6
Cdc25b
Il11ra1
Car6
Lrrc48
1700028B04Rik
Camk2g
Rcn3
Bbox1
Kcnn2
Irf5
Asns
Ccbp2
Zfp661
Nr2e1
Lax1
Abcb9
Sp110
Shisa5
Rasgef1a
Pygb
Efemp2
Jub
Sidt1
Foxf2
E130310I04Rik
Fam188b
Hydin
Tspan7
Lin7a
Myzap
Slain1
Gabra2
A4galt
Gm19557
Olfr287
Amotl1
Bend6
Ifi44
Klhl32
Pex5l
Hrct1
1810007D17Rik
Gprin3
Smtn
Prps1
Tbx18
Pde1a
Trpm3
Irf9
St6galnac4
Zfp882
Gm4956
Slc45a2
Slc17a7
Cdh3
Sfxn5
Prss50
Slc39a10
Haus5
Crtap
Naalad2
Glipr1
Adarb1
E030013I19Rik
Slc27a3
Iigp1
Mertk
Cpxm2
Steap3
Akap12
Gltpd1
Kcnb2
Stbd1
Dbndd2
Itpr1
Zap70
Mlkl
Zfp963
Arxes2
Pdgfrb
Pqlc1
Gsta4
Fabp7
ERCC-00092
Gmpr
Rab3b
She
1700094D03Rik
Sfrp4
Acer2
Ninl
Rgn
Mcm6
2900011O08Rik
1700025E21Rik
Il13ra2
Mpp6
Niacr1
Efna1
Nsf
Pcdh20
Jam2
A230051G13Rik
Ifitm1
Metrnl
Nwd1
Phkg1
Amica1
Trim38
Kif4
Ramp3
Retsat
Lpar1
Nsg1
Cdhr3
Slc7a4
Ptk2b
Kcnj9
Gm10714
Aurka
Tuba8
Fst
St6galnac5
Gstt1
Tapbpl
Stat6
Foxn4
Slc30a10
Mapk10
Gsg1l
Il34
Tusc5
Adh1
Pde3a
Asb4
Lhx1
Elavl4
Parp10
Tor3a
Creb3l4
Hhatl
Abhd14b
E430018J23Rik
Resp18
Chaf1b
Enpep
Cmpk2
Kctd14
Cyfip2
Cd38
Fam49a
Cfhr1
Kel
Ube2l6
Gbp10
Ltb
Cd200
Plin2
Itk
Tll1
Il17rc
1700086L19Rik
Pfkp
Layn
Sh3bp4
Alx3
Grin2b
BC064078
Psma8
Rhoj
Dennd3
Fam5c
Hes1
Pkd2l1
Chchd10
Golm1
Slc5a6
Smpd2
Cdca7
Adcy2
Rab20
Acss1
Axl
BC028528
Flrt3
Nek6
Il4ra
Chia
Trib3
Snta1
Trip6
Pkn3
Tnfsf18
Slit1
Tmem129
Id2
Klhdc7a
Glb1
Mmp9
BC026585
Chst10
Sqrdl
Ntf3
Shcbp1
Cdc45
Sepp1
Lrig1
Bmx
Lnx1
Epas1
Zfp784
Marveld2
Csrp2
Hsd3b7
6330512M04Rik
Anxa6
Zfp623
Lif
Qpct
Tmigd1
Igsf5
Pdgfb
Ccdc11
Tekt4
Ppic
Hey1
Lhx8
Efemp1
Slc14a1
Orai3
Synpr
Sgcg
Ankle1
Cdkn1c
Mbl1
Fyb
Dio3
Kctd10
Hn1
Tmem125
Pcdhb12
Slc46a3
Kctd12b
1810006J02Rik
Ddo
Rgs18
Cacng4
Pdyn
Kcnab1
Prex2
Gm5595
Zfp459
Armc4
Plcxd2
Hk2
Tppp3
Gas1
Nadsyn1
Tnfrsf19
Fads3
Nos3
Mpzl1
Cfb
1700001J03Rik
Errfi1
Bag2
Acot9
Ptpn6
Gpld1
Tgfbr2
Xcr1
Lypd6b
Cyb5r3
0610040J01Rik
Aldh1a7
Nuf2
Fgr
Pik3cd
Serpinc1
2810049E08Rik
St8sia4
Aim2
Igfbp3
Bex1
Mtfp1
Fgd5
Mgll
Cbln1
Il18bp
ERCC-00083
Ptgs2
Trim69
Pcdhb3
Cpt2
Hrc
Ttyh1
Rtn4r
Mvd
Notch3
2810032G03Rik
Gprc5d
Slc39a11
Dlx6as1
Gm973
Ntm
Anxa7
1700011H14Rik
Cd80
Cmtm8
Nrm
Wnt7a
Igfbp6
Gpr1
Kctd21
Gm6936
Tspan6
Cyp7b1
Tmem35
Pon3
Bcar3
Zar1l
Otoa
Tmem177
Lamb2
Acot11
Uba7
Ptgr1
Kitl
Adrbk2
4930486L24Rik
Renbp
Rec8
Cth
Gm5480
Cryl1
Clrn1
Bbs12
Clic5
Ttc16
Cdca5
Fam13a
Tbc1d10a
Cthrc1
Sdc2
Lims2
Ankrd29
Grik4
Zfp474
Prss12
Zfp958
4930523C07Rik
Tbx1
Slc5a8
Ndp
Dlx1
Gna15
Cx3cl1
Fam166b
Hapln1
Kctd11
Zfp429
Gpr146
Arhgef4
Apeh
Trpv4
Zfp811
Exoc3l
Emp2
Gadd45g
Mcm3
Tns1
Gm2109
Ikbke
Sphk1
Sytl4
Frk
Xdh
Ly75
Gstm1
Tmem90b
Cyp4v3
Mutyh
Fndc4
Mfap3l
Bbs10
Bcl2a1d
Nek2
Tmem154
Notum
C1rl
Lrrtm3
Abcc4
Msn
Abhd3
6720489N17Rik
Drd1a
Il15ra
Pdp1
Akr1c14
Rgs13
Mpl
Car5a
Tpst2
Gstm2
Rbms1
Itgb6
Sox7
Zswim3
Plekhb1
Gpr160
Idh2
Cntnap5a
D630039A03Rik
Cd274
Suclg2
Slfn5
Fstl1
Zfp775
Col18a1
Tmem106a
AI314831
Frzb
Hkdc1
Mfsd10
Rab3il1
Art1
Ldha
Msx2
Zfp105
Ralyl
Dapl1
Ticam1
8430423G03Rik
Cidea
Slco5a1
5730409E04Rik
Trim68
Syce1
Grm2
Depdc1b
Stk17b
Asl
Bfsp2
Efhd2
Rasal3
Dctd
G630016D24Rik
Tmem22
2810459M11Rik
Orai2
Fam47e
Trim9
Strbp
Serpina3n
Rbpms
Ctu1
Spc24
Gm16793
9130023H24Rik
Clic1
Disp2
Gm5127
Spsb4
Tcf19
Col22a1
Slc12a5
Fgf13
Fezf2
Tnfaip1
Rprm
Ugt2b5
D2Ertd750e
Arhgap4
Cpne5
Aspa
Zfp954
Cpt1a
Tmem175
Lpl
Piwil1
Cd1d1
Cp
Ahnak
Apoc3
Col8a1
Arhgef26
Cryab
B3gnt3
Smpdl3b
Kcnj3
ERCC-00014
Gata2
Slc22a29
Mgst1
Prkcd
Itga6
Crispld1
Fuca2
Ccdc85a
Fam26e
Gpt
Rcbtb2
Mpi
Tap2
Gm4636
4930552P12Rik
Cdh18
Tpm1
Slc25a29
Sema3d
Nap1l2
Pdzk1ip1
A230077H06Rik
Tnfsf14
Mpp3
H2-Ob
Lingo4
Maoa
Arid5a
Etnk2
Cryz
Bambi
9030425E11Rik
Gdf9
Sox4
Sec1
D630045J12Rik
Ifngr1
Tubb2a
Phyhip
Kdelr3
BC051142
Tbl3
Fhad1
Itga4
Cd226
Nrcam
Oplah
Hyal1
4930502E09Rik
Lrtm2
Prdm16
Slco3a1
Tnfrsf11b
Fat2
Pcdh8
Casc5
Tes
Lrrn3
Zfp51
Tiam2
Xylt2
Ppap2a
Ddc
Evc
Haus4
Mcm10
Tktl2
Cntnap2
Mfsd7c
Mavs
Rhof
Tlr2
Tspan12
Paqr7
Gm11517
Tmem200b
Grap2
Tmem88
Mfsd3
Acsl5
Gcnt2
Actl7b
Myd88
Dnahc11
Tnfrsf18
Cask
